t	b	lnt	lnb	linreg	 k=[-2.51736601], b=11.272930890258491
0	1891	0.0	7.544861068658458	11.272930890258491
1	5243	0.6931471805599453	8.564649132572534	9.528025739747713
2	5320	1.0986122886681098	8.57922858233569	8.507321659383702
3	3543	1.3862943611198906	8.172729104865471	7.783120589236934
4	2254	1.6094379124341003	7.720461694599722	7.221386598373853
5	1568	1.791759469228055	7.357556200910353	6.762416508872923
6	979	1.9459101490553132	6.88653164253051	6.374362827448393
7	736	2.0794415416798357	6.601230118728877	6.038215438726156
8	581	2.1972245773362196	6.364750756851911	5.7417124285089125
9	461	2.302585092994046	6.133398042996649	5.4764814478630734
10	375	2.3978952727983707	5.926926025970411	5.236550841058431
11	275	2.4849066497880004	5.616771097666572	5.017511358362145
12	221	2.5649493574615367	5.3981627015177525	4.816014566919446
13	176	2.6390573296152584	5.170483995038151	4.629457676937614
14	164	2.70805020110221	5.099866427824199	4.4557773674990635
15	160	2.772588722239781	5.075173815233827	4.293310288215377
16	143	2.833213344056216	4.962844630259907	4.140695926039353
17	132	2.8903717578961645	4.882801922586371	3.996807277998135
18	128	2.9444389791664403	4.852030263919617	3.860700293054335
19	77	2.995732273553991	4.343805421853684	3.731576297352296
20	81	3.044522437723423	4.394449154672439	3.608753596573603
21	84	3.091042453358316	4.430816798843313	3.491645690547652
22	76	3.1354942159291497	4.330733340286331	3.379744334479997
23	64	3.1780538303479458	4.1588830833596715	3.272606207851366
24	37	3.2188758248682006	3.6109179126442243	3.1698423064892154
25	24	3.258096538021482	3.1780538303479458	3.0711094164086674
26	18	3.295836866004329	2.8903717578961645	2.9761031976341243
27	5	3.332204510175204	1.6094379124341003	2.8845525264268357
28	8	3.367295829986474	2.0794415416798357	2.796214830776913
29	8	3.4011973816621555	2.0794415416798357	2.7108722169882853
30	13	3.4339872044851463	2.5649493574615367	2.6283282316229357
31	40	3.4657359027997265	3.6888794541139363	2.5484051377045986
32	26	3.4965075614664802	3.258096538021482	2.470941610183642
33	23	3.5263605246161616	3.1354942159291497	2.3957907755285746
34	18	3.5553480614894135	2.8903717578961645	2.322818535563755
35	7	3.58351893845611	1.9459101490553132	2.251902127487355
36	8	3.6109179126442243	2.0794415416798357	2.182928881226827
37	5	3.6375861597263857	1.6094379124341003	2.115795142543556
38	9	3.6635616461296463	2.1972245773362196	2.0504053360446566
39	2	3.6888794541139363	0.6931471805599453	1.9866711468415161
40	3	3.713572066704308	1.0986122886681098	1.9245108032710494
41	1	3.7376696182833684	0.0	1.8638484460628248
42	2	3.784189633918261	0.6931471805599453	1.7467405400368747
44	2	3.8066624897703196	0.6931471805599453	1.6901681366242745
45	2	3.828641396489095	0.6931471805599453	1.634839183969218
46	4	3.8501476017100584	1.3862943611198906	1.5807001939964316
47	1	3.871201010907891	0.0	1.5277010573405878
48	1	3.8918202981106265	0.0	1.4757947646382945
